Seizure DateTime,CallTypeId,ALI Latitude,ALI Longitude,Cell Tower Address
3/3/2020 1:14,911 Calls,36.199715,-86.619987,4914 OLD HICKORY BLVD - SE Sector
3/3/2020 1:14,911 Calls,36.185425,-86.396507,5792 LEEVILLE RD - NE Sector
3/3/2020 1:14,911 Calls,36.184181,-86.30748,3280 A HICKORY RDG - S Sector
3/3/2020 1:15,911 Calls,36.071838,-86.930201,WIRELESS CALLER
3/3/2020 1:15,911 Calls,36.181122,-86.641102,3333 LEBANON PIKE - SW
3/3/2020 1:15,911 Calls,36.15356,-86.886899,3744B ANNEX AVE - N
3/3/2020 1:15,911 Calls,36.537846,-85.862511,8101 HEADY RIDGE ROAD - SW SECTOR
3/3/2020 1:15,911 Calls,36.175768,-86.751888,WIRELESS CALLER
3/3/2020 1:16,911 Calls,36.17373,-86.738691,254 RIVERSIDE DR - W
3/3/2020 1:16,911 Calls,36.193192,-86.757488,WIRELESS CALLER
3/3/2020 1:16,911 Calls,36.185049,-86.748283,1051G CHICAMAUGA AVE - S
3/3/2020 1:16,911 Calls,36.175522,-86.754463,2025B METRO CENTER BLVD. - E SECTOR
3/3/2020 1:16,911 Calls,36.173902,-86.738412,254 RIVERSIDE DR - W
3/3/2020 1:16,911 Calls,36.245377,-86.770878,2955 BRICK CHURCH PKWY - N SECTOR
3/3/2020 1:16,911 Calls,,,2205 MECCA DR
3/3/2020 1:16,911 Calls,36.186989,-86.628036,3333 LEBANON PIKE - SW
3/3/2020 1:17,911 Calls,36.17608,-86.718671,1825A LEBANON PIKE - N
3/3/2020 1:17,911 Calls,36.177227,-86.759781,411-C Fatherland ST - SE Sector
3/3/2020 1:18,911 Calls,36.172165,-86.575745,4316 CENTRAL PKE - NE Sector
3/3/2020 1:18,911 Calls,36.175489,-86.726074,WIRELESS CALLER
3/3/2020 1:19,911 Calls,36.24527,-86.719955,619 DUE WEST AVE. W - S SECTOR
3/3/2020 1:19,911 Calls,36.211882,-86.2922,WIRELESS 911 CALLER
3/3/2020 1:20,911 Calls,36.176873,-86.814952,2101-D HEIMAN ST - SECTOR N
3/3/2020 1:21,911 Calls,36.17889,-86.760771,WIRELESS CALLER
3/3/2020 1:21,911 Calls,36.173462,-86.696935,WIRELESS CALLER
3/3/2020 1:21,911 Calls,36.200443,-86.3573,3280 A HICKORY RDG - S Sector
3/3/2020 1:21,911 Calls,36.174385,-86.727081,254 RIVERSIDE DR - SE
3/3/2020 1:22,911 Calls,36.183449,-86.56147,981 CHANDLER RD - NE Sector
3/3/2020 1:22,911 Calls,36.175972,-86.759247,411 FATHERLAND ST - N Sector
3/3/2020 1:22,911 Calls,36.17609,-86.64799,WIRELESS CALLER
3/3/2020 1:23,911 Calls,36.185478,-86.807141,1014 LOOBY CIR
3/3/2020 1:23,911 Calls,36.180403,-86.601169,3333 LEBANON PIKE - SE
3/3/2020 1:23,911 Calls,36.199738,-86.620071,4914 OLD HICKORY BLVD - S Sector
3/3/2020 1:23,911 Calls,36.18698,-86.650329,WIRELESS CALLER
3/3/2020 1:23,911 Calls,36.178505,-86.59864,4800 OLD HICKORY BLVD - SECTOR SE
3/3/2020 1:23,911 Calls,36.183686,-86.795211,10 C LUCILLE ST - W SECTOR
3/3/2020 1:24,911 Calls,36.181819,-86.605611,4940 OLD HICKORY BLVD. - SE SECTOR
3/3/2020 1:25,911 Calls,36.177571,-86.67464,2281E RIDGELAND DR - SE
3/3/2020 1:25,911 Calls,36.176283,-86.588938,WIRELESS CALLER
3/3/2020 1:25,911 Calls,36.152658,-86.683631,264 CRAIGMEADE DR - SE SECTOR
3/3/2020 1:26,911 Calls,36.176423,-86.775126,19C OLDHAM ST - SE
3/3/2020 1:26,911 Calls,36.182755,-86.646233,3036 LEBANON PKE - NE Sector
3/3/2020 1:26,911 Calls,36.174404,-86.727081,254 RIVERSIDE DR - N
3/3/2020 1:27,911 Calls,36.151478,-86.785619,WIRELESS CALLER
3/3/2020 1:27,911 Calls,36.172678,-86.809115,2101 E HEIMAN ST - N
3/3/2020 1:27,911 Calls,36.207139,-86.800597,855 W TRINITY LA - SECTOR SE
3/3/2020 1:28,911 Calls,36.181004,-86.641295,WIRELESS CALLER
3/3/2020 1:28,911 Calls,36.177925,-86.688566,WIRELESS CALLER
3/3/2020 1:28,911 Calls,36.203556,-86.78062,WIRELESS CALLER
3/3/2020 1:28,911 Calls,36.176659,-86.759567,411-C Fatherland ST - SE Sector
3/3/2020 1:28,911 Calls,36.178826,-86.758454,411D FATHERLAND STRE - NE
3/3/2020 1:29,911 Calls,36.178535,-86.599152,4940 OLD HICKORY BLVD. - SE SECTOR
3/3/2020 1:29,911 Calls,36.068298,-86.68155,3930 APACHE TRAIL - SE SECTOR
3/3/2020 1:29,911 Calls,36.169823,-86.812958,2101 E HEIMAN ST - SE
3/3/2020 1:29,911 Calls,36.181507,-86.611122,4940 OLD HICKORY BLVD. - SE SECTOR
3/3/2020 1:30,911 Calls,36.174363,-86.747146,WIRELESS CALLER
3/3/2020 1:31,911 Calls,36.180424,-86.601364,3333 LEBANON PIKE - SE
3/3/2020 1:31,911 Calls,36.174911,-86.805428,1409 JEFFERSON STREET - N SECTOR
3/3/2020 1:31,911 Calls,36.173816,-86.810768,2101-D HEIMAN ST - SECTOR N
3/3/2020 1:32,911 Calls,36.197216,-86.613892,3333 LEBANON PIKE - SE
3/3/2020 1:32,911 Calls,36.174524,-86.722727,147 B SPENCE LANE - N SECTOR
3/3/2020 1:32,911 Calls,36.180156,-86.581557,4310 CENTRAL PIKE / LOC B - NW SECTOR
