EF_Scale,longitude,latitude,altitude
EF1,-86.76531,36.17452,3
EF1,-86.76534,36.17343,3
EF1,-86.76542000000001,36.17249,3
EF1,-86.7685,36.1759,3
EF1,-86.76961,36.17564,3
EF1,-86.77297,36.17457,3
EF1,-86.77325,36.17318,3
EF1,-86.77342,36.17402,3
EF1,-86.77377,36.1748,3
EF2,-86.77419,36.17637,4
EF1,-86.77461,36.17477,3
EF1,-86.77464999999999,36.17499,3
EF1,-86.77476,36.17378,3
EF1,-86.77507,36.1765,3
EF1,-86.77521,36.17501,3
EF1,-86.77546,36.1762,3
EF1,-86.77546,36.17498,3
EF1,-86.7756,36.17725,3
EF1,-86.77565,36.17647,3
EF1,-86.77715000000001,36.17691,3
EF1,-86.77751000000001,36.17607,3
EF1,-86.77804,36.17429,3
EF1,-86.78015000000001,36.17115,3
EF1,-86.7808,36.17347,3
EF1,-86.78177,36.17338,3
EF2,-86.78192,36.17519,4
EF2,-86.78255,36.17446,4
EF2,-86.78281,36.17482,4
EF1,-86.78324000000001,36.17401,3
EF2,-86.78335,36.17515,4
EF2,-86.78367,36.17561,4
EF1,-86.7848,36.17559,3
EF2,-86.78505,36.17515,4
EF1,-86.78515,36.174,3
EF1,-86.78524,36.17537,3
EF1,-86.78552999999999,36.17571,3
EF1,-86.78556,36.1745,3
EF2,-86.78612,36.17507,4
EF2,-86.78627,36.17532,4
EF1,-86.78709000000001,36.1748,3
EF2,-86.78737,36.17478,4
EF1,-86.78788,36.17549,3
EF1,-86.78802,36.17563,3
EF2,-86.78871,36.17428,4
EF1,-86.78919999999999,36.17489,3
EF2,-86.78931,36.17411,4
EF1,-86.78935,36.17535,3
EF1,-86.78952,36.17551,3
EF1,-86.78957,36.17486,3
EF1,-86.78995999999999,36.17482,3
EF2,-86.78995999999999,36.17377,4
EF1,-86.79001,36.17529,3
EF2,-86.79002,36.17373,4
EF1,-86.79042,36.17449,3
EF1,-86.79051,36.17465,3
EF1,-86.79076000000001,36.17384,3
EF1,-86.79077,36.17415,3
EF1,-86.79088,36.1744,3
EF1,-86.79105,36.17551,3
EF1,-86.79118,36.17486,3
EF2,-86.79137,36.17413,4
EF1,-86.79163,36.1754,3
EF2,-86.79173,36.17459,4
EF1,-86.79178,36.17338,3
EF1,-86.79197000000001,36.17516,3
EF2,-86.79288,36.17446,4
EF2,-86.79294,36.17369,4
EF2,-86.79298,36.17485,4
EF2,-86.7935,36.1747,4
EF1,-86.79382,36.17465,3
EF1,-86.79387,36.1743,3
EF2,-86.79525,36.17478,4
EF1,-86.7957,36.17517,3
EF1,-86.79604999999999,36.17459,3
EF1,-86.7963,36.17455,3
EF2,-86.79662,36.17454,4
EF1,-86.79713,36.17485,3
EF1,-86.79728,36.17494,3
EF1,-86.79733,36.17428,3
EF1,-86.7975,36.17422,3
EF1,-86.79765,36.17437,3
EF1,-86.79772,36.17452,3
EF1,-86.79779000000001,36.17413,3
EF1,-86.79789,36.1741,3
EF1,-86.79791,36.17459,3
EF1,-86.79801000000001,36.1747,3
EF1,-86.79806000000001,36.17413,3
EF1,-86.79817,36.17478,3
EF1,-86.79819999999999,36.17408,3
EF1,-86.79836,36.17404,3
EF1,-86.79837000000001,36.17473,3
EF1,-86.79854,36.17342,3
EF1,-86.79858,36.17464,3
EF2,-86.79865,36.17513,4
EF1,-86.79868,36.17455,3
EF1,-86.79877999999999,36.17445,3
EF1,-86.79897,36.17394,3
EF2,-86.79899,36.17438,4
EF1,-86.79916,36.17418,3
EF2,-86.79919,36.17484,4
EF1,-86.79935999999999,36.17446,3
EF2,-86.79944,36.17458,4
EF2,-86.7996,36.17426,4
EF2,-86.79967000000001,36.17476,4
EF2,-86.79971999999999,36.17438,4
EF2,-86.79974,36.1743,4
EF1,-86.79984,36.17484,3
EF1,-86.80177999999999,36.17411,3
EF1,-86.80247,36.17319,3
EF1,-86.80264,36.17343,3
EF1,-86.80278,36.17438,3
EF1,-86.80284,36.17367,3
EF1,-86.80294000000001,36.1729,3
EF1,-86.80309,36.17477,3
EF1,-86.80314,36.17399,3
EF1,-86.80316999999999,36.17496,3
EF1,-86.80321000000001,36.17411,3
EF1,-86.80325000000001,36.17504,3
EF1,-86.80335,36.17419,3
EF1,-86.80338,36.17516,3
EF1,-86.80346,36.17314,3
EF1,-86.80363,36.17255,3
EF1,-86.80379000000001,36.17478,3
EF1,-86.8039,36.17488,3
EF1,-86.80396,36.17501,3
EF1,-86.80399,36.1742,3
EF1,-86.80414,36.17448,3
EF1,-86.80427,36.17444,3
EF1,-86.80429,36.1728,3
EF1,-86.80445,36.17404,3
EF2,-86.80459999999999,36.17447,4
EF2,-86.80477000000001,36.17471,4
EF1,-86.80486999999999,36.1729,3
EF1,-86.80486999999999,36.17484,3
EF1,-86.80493,36.17431,3
EF1,-86.80499,36.17493,3
EF2,-86.80504999999999,36.17428,4
EF1,-86.80517999999999,36.17515,3
EF1,-86.80531000000001,36.17459,3
EF2,-86.80548,36.17491,4
EF1,-86.80574,36.17477,3
EF1,-86.80580000000001,36.17418,3
EF1,-86.80583,36.17471,3
EF1,-86.80595,36.17409,3
EF1,-86.80603000000001,36.1742,3
EF1,-86.80618,36.17445,3
EF1,-86.80620999999999,36.1749,3
EF1,-86.80631,36.17401,3
EF1,-86.80636,36.17486,3
EF1,-86.80651,36.17393,3
EF1,-86.80656000000001,36.17483,3
EF1,-86.80714,36.17454,3
EF1,-86.80828,36.17417,3
EF1,-86.80834,36.17295,3
EF1,-86.80839,36.17472,3
EF1,-86.80843,36.17455,3
EF1,-86.80887,36.17432,3
EF1,-86.80898000000001,36.17459,3
EF1,-86.80938,36.17434,3
EF1,-86.80995,36.17252,3
EF1,-86.81029,36.17429,3
EF1,-86.81077999999999,36.17408,3
EF1,-86.81086000000001,36.17459,3
EF1,-86.81101,36.17484,3
EF1,-86.81101,36.17516,3
EF1,-86.81104000000001,36.17501,3
EF1,-86.81104000000001,36.17542,3
EF1,-86.81139,36.17442,3
EF1,-86.8116,36.17422,3
EF1,-86.81165,36.17452,3
EF1,-86.81177,36.1749,3
EF1,-86.81184,36.17558,3
EF1,-86.81187,36.17573,3
EF1,-86.81189000000001,36.1752,3
EF1,-86.81223,36.1743,3
EF1,-86.81234000000001,36.17526,3
EF1,-86.81237,36.17511,3
EF1,-86.81258,36.17424,3
EF1,-86.8129,36.17421,3
EF1,-86.81292999999999,36.17461,3
EF1,-86.81301000000001,36.17476,3
EF1,-86.81308,36.175,3
EF2,-86.81312,36.17514,4
EF1,-86.81332,36.17381,3
EF1,-86.81341000000001,36.1742,3
EF1,-86.81353,36.17488,3
EF1,-86.81357,36.17511,3
EF1,-86.81361,36.17526,3
EF1,-86.81365,36.17544,3
EF1,-86.81373000000001,36.17561,3
EF1,-86.81386999999999,36.17615,3
EF1,-86.81457,36.1746,3
EF1,-86.8146,36.17471,3
EF1,-86.81461,36.17485,3
EF1,-86.81464,36.17532,3
EF1,-86.81464,36.17499,3
EF1,-86.81468,36.17547,3
EF1,-86.81483,36.17686,3
EF1,-86.81511999999999,36.17473,3
EF1,-86.81516000000001,36.17516,3
EF1,-86.81517,36.17528,3
EF2,-86.81578,36.17522,4
EF1,-86.81581,36.17508,3
EF1,-86.81588000000001,36.17535,3
EF1,-86.81591,36.1755,3
EF1,-86.81628000000001,36.17465,3
EF1,-86.81645,36.17526,3
EF2,-86.82170000000001,36.17432,4
EF2,-86.82405,36.17651,4
EF2,-86.82482,36.17536,4
EF2,-86.82546000000001,36.17609,4
EF2,-86.82802,36.17595,4
EF1,-86.83599,36.17564,3
EF1,-86.84644,36.17612,3
EF2,-86.85939999999999,36.17676,4
EF2,-86.86227,36.17541,4
EF2,-86.86275999999999,36.17306,4
EF2,-86.8646,36.17613,4
EF2,-86.86881,36.17645,4
EF2,-86.87718,36.17819,4
EF2,-86.8783,36.17715,4
EF2,-86.87929,36.17813,4
EF2,-86.88003000000001,36.17683,4
EF2,-86.88232000000001,36.1778,4
EF2,-86.88267000000001,36.1777,4
EF2,-86.88273,36.17762,4
EF2,-86.88294999999999,36.17636,4
EF2,-86.88312000000001,36.1763,4
EF2,-86.88342,36.17597,4
EF2,-86.88345,36.17896,4
EF2,-86.88406999999999,36.17638,4
EF2,-86.88415000000001,36.17604,4
EF2,-86.88415999999999,36.17705,4
EF2,-86.88422,36.1775,4
EF2,-86.88436,36.17572,4
EF2,-86.88468,36.17718,4
EF2,-86.88489,36.17764,4
EF2,-86.88518999999999,36.17626,4
EF2,-86.89117,36.17875,4
EF1,-86.89144,36.17314,3
EF2,-86.89147,36.1777,4
EF2,-86.89261999999999,36.17979,4
EF2,-86.89263,36.17792,4
EF2,-86.89361,36.17713,4
EF2,-86.89493,36.17544,4
EF2,-86.89525999999999,36.17628,4
EF2,-86.89617,36.17695,4
EF2,-86.8965,36.17757,4
EF1,-86.90244,36.17429,3
EF1,-86.9092,36.17548,3
EF1,-86.93133,36.17336,3
EF1,-87.83275999999999,36.10451,3
EF1,-87.83325000000001,36.10455,3
EF1,-87.90017,36.11064,3
EF1,-87.90022999999999,36.11083,3
EF1,-87.90022999999999,36.11073,3
EF1,-87.90594,36.11153,3
EF1,-87.90951063999999,36.10953727,3
EF1,-87.91090010000001,36.10881038,3
EF1,-87.9127218,36.10815426,3
EF1,-87.9147231,36.10661603,3
EF1,-87.97211,36.1035,3
EF2,-88.05783383000001,36.09553604,4
EF2,-88.06537754,36.09707794,4
EF2,-88.07171585,36.09659472,4
EF2,-88.07273874000001,36.09571,4
EF2,-88.08350291000001,36.09328042,4
EF1,-88.10699846999999,36.0943687,3
EF1,-88.26374517000001,36.07922088,3
EF1,-88.31098163999999,36.08102454,3
EF1,-88.32481016,36.08933225,3
EF1,-88.33979410000001,36.08766789,3
EF2,-88.34606959,36.08649193,4
EF2,-88.34731868999999,36.08818063,4
EF2,-88.36007687,36.09020758,4
EF1,-88.38904769,36.08893689,3
EF2,-88.52645061,36.08219964,4
EF1,-88.72082724000001,36.04984642,3
EF1,-88.74345305,36.0439438,3
EF1,-88.74429318999999,36.04519255,3
EF1,-88.74430657000001,36.04519084,3
EF1,-88.7458595,36.04537404,3
EF1,-88.74590803,36.0453204,3
EF1,-88.81950131000001,36.03318705,3
EF1,-88.82740787,36.03241742,3
EF1,-88.82756284,36.03362099,3
